"idx","data","godzina","flow"
"4145","15/06/2014","19",136.75
"4146","15/06/2014","20",86.25
"4147","15/06/2014","21",85.75
"4148","15/06/2014","22",43
"4149","15/06/2014","23",30.5
"4150","15/07/2014","00",16
"4151","15/07/2014","01",14.0625
"4152","15/07/2014","02",11.875
"4153","15/07/2014","03",17
"4154","15/07/2014","04",24.75
"4155","15/07/2014","05",74
"4156","15/07/2014","06",159.5
"4157","15/07/2014","07",357.25
"4158","15/07/2014","08",404
"4159","15/07/2014","09",283
"4160","15/07/2014","10",236.5
"4161","15/07/2014","11",228.25
"4162","15/07/2014","12",210.25
"4163","15/07/2014","13",222.75
"4164","15/07/2014","14",227.75
"4165","15/07/2014","15",241.5
"4166","15/07/2014","16",277
"4167","15/07/2014","17",231.25
"4168","15/07/2014","18",227.75
"4169","15/07/2014","19",133.25
"4170","15/07/2014","20",80.5
"4171","15/07/2014","21",75
"4172","15/07/2014","22",39.75
"4173","15/07/2014","23",39.5
"4174","15/08/2014","00",19.75
"4175","15/08/2014","01",23.75
"4176","15/08/2014","02",21
"4177","15/08/2014","03",23.25
"4178","15/08/2014","04",28.25
"4179","15/08/2014","05",77.75
"4180","15/08/2014","06",155
"4181","15/08/2014","07",315.5
"4182","15/08/2014","08",357
"4183","15/08/2014","09",294.75
"4184","15/08/2014","10",275.5
"4185","15/08/2014","11",300.25
"4186","15/08/2014","12",239.75
"4187","15/08/2014","13",278.75
"4188","15/08/2014","14",229.5
"4189","15/08/2014","15",237
"4190","15/08/2014","16",268.75
"4191","15/08/2014","17",246.75
"4192","15/08/2014","18",196
"4193","15/08/2014","19",152.25
"4194","15/08/2014","20",112
"4195","15/08/2014","21",88.5
"4196","15/08/2014","22",53.5
"4197","15/08/2014","23",45.5
"4198","15/09/2014","00",11.25
"4199","15/09/2014","01",13.9375
"4200","15/09/2014","02",17.625
"4201","15/09/2014","03",25.6875
"4202","15/09/2014","04",39
"4203","15/09/2014","05",90
"4204","15/09/2014","06",178
"4205","15/09/2014","07",382.5
"4206","15/09/2014","08",413.25
"4207","15/09/2014","09",281.75
"4208","15/09/2014","10",235.75
"4209","15/09/2014","11",235.75
"4210","15/09/2014","12",192
"4211","15/09/2014","13",203.25
"4212","15/09/2014","14",221.75
"4213","15/09/2014","15",230.25
"4214","15/09/2014","16",262.75
"4215","15/09/2014","17",254.25
"4216","15/09/2014","18",187.75
"4217","15/09/2014","19",124.25
"4218","15/09/2014","20",79.75
"4219","15/09/2014","21",59.5
"4220","15/09/2014","22",33.75
"4221","15/09/2014","23",29.75
"4222","15/10/2014","00",12.625
"4223","15/10/2014","01",12.875
"4224","15/10/2014","02",11.5625
"4225","15/10/2014","03",12.3125
"4226","15/10/2014","04",25.25
"4227","15/10/2014","05",68.875
"4228","15/10/2014","06",144.75
"4229","15/10/2014","07",373
"4230","15/10/2014","08",419.375
"4231","15/10/2014","09",269.5
"4232","15/10/2014","10",223
"4233","15/10/2014","11",197.375
"4234","15/10/2014","12",191
"4235","15/10/2014","13",197.875
"4236","15/10/2014","14",193.25
"4237","15/10/2014","15",214.125
"4238","15/10/2014","16",234.875
"4239","15/10/2014","17",251.75
"4240","15/10/2014","18",169.5
"4241","15/10/2014","19",120.375
"4242","15/10/2014","20",69.875
"4243","15/10/2014","21",46
"4244","15/10/2014","22",37.875
"4245","15/10/2014","23",23.25
"4246","15/11/2014","00",22.625
"4247","15/11/2014","01",14
"4248","15/11/2014","02",11.875
"4249","15/11/2014","03",13.25
"4250","15/11/2014","04",14.625
"4251","15/11/2014","05",35.375
"4252","15/11/2014","06",60.25
"4253","15/11/2014","07",123.75
"4254","15/11/2014","08",192
"4255","15/11/2014","09",257.25
"4256","15/11/2014","10",261.75
"4257","15/11/2014","11",263.875
"4258","15/11/2014","12",243
"4259","15/11/2014","13",239.125
"4260","15/11/2014","14",212.125
"4261","15/11/2014","15",189
"4262","15/11/2014","16",172.375
"4263","15/11/2014","17",159.625
"4264","15/11/2014","18",130.75
"4265","15/11/2014","19",95.125
"4266","15/11/2014","20",63.25
"4267","15/11/2014","21",61.125
"4268","15/11/2014","22",51.625
"4269","15/11/2014","23",46.375
"4270","15/12/2014","00",13.1875
"4271","15/12/2014","01",3.4375
"4272","15/12/2014","02",9.5
"4273","15/12/2014","03",14.5
"4274","15/12/2014","04",43.25
"4275","15/12/2014","05",79.5
"4276","15/12/2014","06",156
"4277","15/12/2014","07",359.75
"4278","15/12/2014","08",388.75
"4279","15/12/2014","09",322.25
"4280","15/12/2014","10",260.75
"4281","15/12/2014","11",233.25
"4282","15/12/2014","12",221.5
"4283","15/12/2014","13",206.25
"4284","15/12/2014","14",204.75
"4285","15/12/2014","15",229.5
"4286","15/12/2014","16",264
"4287","15/12/2014","17",223.75
"4288","15/12/2014","18",176
"4289","15/12/2014","19",94.75
"4290","15/12/2014","20",61.75
"4291","15/12/2014","21",61.5
"4292","15/12/2014","22",37
"4293","15/12/2014","23",23.5
"4294","16/01/2014","00",13.375
"4295","16/01/2014","01",12.625
"4296","16/01/2014","02",12.875
"4297","16/01/2014","03",15.095
"4298","16/01/2014","04",26.125
"4299","16/01/2014","05",65.625
"4300","16/01/2014","06",140.5
"4301","16/01/2014","07",341.875
"4302","16/01/2014","08",401.25
"4303","16/01/2014","09",276.75
"4304","16/01/2014","10",228.75
"4305","16/01/2014","11",209
"4306","16/01/2014","12",204.875
"4307","16/01/2014","13",199.375
"4308","16/01/2014","14",197.875
"4309","16/01/2014","15",213.875
"4310","16/01/2014","16",238.25
"4311","16/01/2014","17",235.625
"4312","16/01/2014","18",170.5
"4313","16/01/2014","19",112.125
"4314","16/01/2014","20",66.625
"4315","16/01/2014","21",57.75
"4316","16/01/2014","22",41.875
"4317","16/01/2014","23",27.5
"4318","16/02/2014","00",30
"4319","16/02/2014","01",21.75
"4320","16/02/2014","02",19.5
"4321","16/02/2014","03",9.75
"4322","16/02/2014","04",17.5
"4323","16/02/2014","05",17.75
"4324","16/02/2014","06",34
"4325","16/02/2014","07",57.75
"4326","16/02/2014","08",78.25
"4327","16/02/2014","09",130
"4328","16/02/2014","10",204.5
"4329","16/02/2014","11",193
"4330","16/02/2014","12",202.75
"4331","16/02/2014","13",184.25
"4332","16/02/2014","14",169.25
"4333","16/02/2014","15",178.25
"4334","16/02/2014","16",157
"4335","16/02/2014","17",147.25
"4336","16/02/2014","18",108
"4337","16/02/2014","19",99.75
"4338","16/02/2014","20",67.75
"4339","16/02/2014","21",62.5
"4340","16/02/2014","22",23.25
"4341","16/02/2014","23",20.25
"4342","16/03/2014","00",26.5
"4343","16/03/2014","01",17.25
"4344","16/03/2014","02",16.25
"4345","16/03/2014","03",7
"4346","16/03/2014","04",10.25
"4347","16/03/2014","05",26.75
"4348","16/03/2014","06",43.75
"4349","16/03/2014","07",77
"4350","16/03/2014","08",98.5
"4351","16/03/2014","09",165.75
"4352","16/03/2014","10",215.75
"4353","16/03/2014","11",217.25
"4354","16/03/2014","12",196.75
"4355","16/03/2014","13",211.25
"4356","16/03/2014","14",174.25
"4357","16/03/2014","15",202.25
"4358","16/03/2014","16",220
"4359","16/03/2014","17",176.75
"4360","16/03/2014","18",145.5
"4361","16/03/2014","19",114
"4362","16/03/2014","20",64.5
"4363","16/03/2014","21",58.5
"4364","16/03/2014","22",23
"4365","16/03/2014","23",18
"4366","16/04/2014","00",13
"4367","16/04/2014","01",22.0625
"4368","16/04/2014","02",9.375
"4369","16/04/2014","03",18.3125
"4370","16/04/2014","04",29.6875
"4371","16/04/2014","05",67.75
"4372","16/04/2014","06",162.75
"4373","16/04/2014","07",315.25
"4374","16/04/2014","08",354
"4375","16/04/2014","09",290.75
"4376","16/04/2014","10",270.5
"4377","16/04/2014","11",253
"4378","16/04/2014","12",210.75
"4379","16/04/2014","13",228.75
"4380","16/04/2014","14",232.75
"4381","16/04/2014","15",243.75
"4382","16/04/2014","16",271.5
"4383","16/04/2014","17",272.75
"4384","16/04/2014","18",203.25
"4385","16/04/2014","19",147.75
"4386","16/04/2014","20",100
"4387","16/04/2014","21",106
"4388","16/04/2014","22",48
"4389","16/04/2014","23",41.75
"4390","16/05/2014","00",15.5
"4391","16/05/2014","01",16.0625
"4392","16/05/2014","02",11.625
"4393","16/05/2014","03",16
"4394","16/05/2014","04",28.75
"4395","16/05/2014","05",73.5
"4396","16/05/2014","06",156.25
"4397","16/05/2014","07",364.75
"4398","16/05/2014","08",390
"4399","16/05/2014","09",286.75
"4400","16/05/2014","10",224.25
"4401","16/05/2014","11",239.5
"4402","16/05/2014","12",202.75
"4403","16/05/2014","13",236.5
"4404","16/05/2014","14",218.25
"4405","16/05/2014","15",233.75
"4406","16/05/2014","16",282.5
"4407","16/05/2014","17",244
"4408","16/05/2014","18",199.25
"4409","16/05/2014","19",136.25
"4410","16/05/2014","20",77.5
"4411","16/05/2014","21",68.5
"4412","16/05/2014","22",45.25
"4413","16/05/2014","23",30.75
"4414","16/06/2014","00",23
"4415","16/06/2014","01",12.75
"4416","16/06/2014","02",15.5
"4417","16/06/2014","03",22.5
"4418","16/06/2014","04",39.75
"4419","16/06/2014","05",84.75
"4420","16/06/2014","06",167.5
"4421","16/06/2014","07",363
"4422","16/06/2014","08",411.75
"4423","16/06/2014","09",288.75
"4424","16/06/2014","10",221.75
"4425","16/06/2014","11",221.75
"4426","16/06/2014","12",203
"4427","16/06/2014","13",208.5
"4428","16/06/2014","14",207.75
"4429","16/06/2014","15",221.75
"4430","16/06/2014","16",253.25
"4431","16/06/2014","17",265.75
"4432","16/06/2014","18",203.25
"4433","16/06/2014","19",128
"4434","16/06/2014","20",74.5
"4435","16/06/2014","21",60
"4436","16/06/2014","22",33
"4437","16/06/2014","23",23.5
"4438","16/07/2014","00",14.75
"4439","16/07/2014","01",21.75
"4440","16/07/2014","02",16.9375
"4441","16/07/2014","03",22.125
"4442","16/07/2014","04",30.5
"4443","16/07/2014","05",79.5
"4444","16/07/2014","06",153.75
"4445","16/07/2014","07",378.75
"4446","16/07/2014","08",389.75
"4447","16/07/2014","09",304.25
"4448","16/07/2014","10",257.25
"4449","16/07/2014","11",215
"4450","16/07/2014","12",216.5
"4451","16/07/2014","13",221.75
"4452","16/07/2014","14",215.75
"4453","16/07/2014","15",239.5
"4454","16/07/2014","16",264.75
"4455","16/07/2014","17",253.25
"4456","16/07/2014","18",217
"4457","16/07/2014","19",140.5
"4458","16/07/2014","20",95.5
"4459","16/07/2014","21",67.25
"4460","16/07/2014","22",41
"4461","16/07/2014","23",29
"4462","16/08/2014","00",43.25
"4463","16/08/2014","01",22.25
"4464","16/08/2014","02",26.75
"4465","16/08/2014","03",30.5
"4466","16/08/2014","04",15.75
"4467","16/08/2014","05",53.75
"4468","16/08/2014","06",84
"4469","16/08/2014","07",147.5
"4470","16/08/2014","08",190.25
"4471","16/08/2014","09",251.75
"4472","16/08/2014","10",298.75
"4473","16/08/2014","11",301.5
"4474","16/08/2014","12",263.25
"4475","16/08/2014","13",265.75
"4476","16/08/2014","14",215.5
"4477","16/08/2014","15",192.5
"4478","16/08/2014","16",232
"4479","16/08/2014","17",202.25
"4480","16/08/2014","18",184.25
"4481","16/08/2014","19",157.5
"4482","16/08/2014","20",103
"4483","16/08/2014","21",137
"4484","16/08/2014","22",71.25
"4485","16/08/2014","23",77.75
"4486","16/09/2014","00",23.25
"4487","16/09/2014","01",19.5
"4488","16/09/2014","02",15.25
"4489","16/09/2014","03",13.5625
"4490","16/09/2014","04",27
"4491","16/09/2014","05",78
"4492","16/09/2014","06",166.5
"4493","16/09/2014","07",383
"4494","16/09/2014","08",417
"4495","16/09/2014","09",273.75
"4496","16/09/2014","10",226
"4497","16/09/2014","11",217.75
"4498","16/09/2014","12",220.25
"4499","16/09/2014","13",201.75
"4500","16/09/2014","14",196.75
"4501","16/09/2014","15",227
"4502","16/09/2014","16",307.75
"4503","16/09/2014","17",270.75
"4504","16/09/2014","18",219.5
"4505","16/09/2014","19",123.25
"4506","16/09/2014","20",76.25
"4507","16/09/2014","21",62.5
"4508","16/09/2014","22",42.75
"4509","16/09/2014","23",28.25
"4510","16/10/2014","00",14.5
"4511","16/10/2014","01",12.75
"4512","16/10/2014","02",11.875
"4513","16/10/2014","03",15.1875
"4514","16/10/2014","04",27.25
"4515","16/10/2014","05",69.375
"4516","16/10/2014","06",147.875
"4517","16/10/2014","07",360.25
"4518","16/10/2014","08",410.125
"4519","16/10/2014","09",280.625
"4520","16/10/2014","10",232.75
"4521","16/10/2014","11",214.25
"4522","16/10/2014","12",202.375
"4523","16/10/2014","13",212.125
"4524","16/10/2014","14",196.375
"4525","16/10/2014","15",213.125
"4526","16/10/2014","16",245.875
"4527","16/10/2014","17",245.625
"4528","16/10/2014","18",182.625
"4529","16/10/2014","19",105
"4530","16/10/2014","20",69.5
"4531","16/10/2014","21",58.625
"4532","16/10/2014","22",39.625
"4533","16/10/2014","23",23
"4534","16/11/2014","00",30.875
"4535","16/11/2014","01",16.375
"4536","16/11/2014","02",12.8125
"4537","16/11/2014","03",9.875
"4538","16/11/2014","04",11.125
"4539","16/11/2014","05",24.625
"4540","16/11/2014","06",41
"4541","16/11/2014","07",67.875
"4542","16/11/2014","08",86.875
"4543","16/11/2014","09",165.625
"4544","16/11/2014","10",215.625
"4545","16/11/2014","11",222.375
"4546","16/11/2014","12",226.625
"4547","16/11/2014","13",197.375
"4548","16/11/2014","14",178.5
"4549","16/11/2014","15",175.375
"4550","16/11/2014","16",171.5
"4551","16/11/2014","17",141.25
"4552","16/11/2014","18",119.5
"4553","16/11/2014","19",91.125
"4554","16/11/2014","20",61
"4555","16/11/2014","21",49.25
"4556","16/11/2014","22",30.25
"4557","16/11/2014","23",19.625
"4558","16/12/2014","00",12.75
"4559","16/12/2014","01",10.1875
"4560","16/12/2014","02",10.5
"4561","16/12/2014","03",17.25
"4562","16/12/2014","04",26.75
"4563","16/12/2014","05",62.25
"4564","16/12/2014","06",149.75
"4565","16/12/2014","07",367.5
"4566","16/12/2014","08",412
"4567","16/12/2014","09",316.75
"4568","16/12/2014","10",247
"4569","16/12/2014","11",239.25
"4570","16/12/2014","12",236
"4571","16/12/2014","13",211
"4572","16/12/2014","14",205
"4573","16/12/2014","15",222.5
"4574","16/12/2014","16",270.25
"4575","16/12/2014","17",234.75
"4576","16/12/2014","18",175
"4577","16/12/2014","19",109
"4578","16/12/2014","20",77.25
"4579","16/12/2014","21",56.75
"4580","16/12/2014","22",44.5
"4581","16/12/2014","23",31.25
"4582","17/01/2014","00",13.875
"4583","17/01/2014","01",11.1575
"4584","17/01/2014","02",8.9075
"4585","17/01/2014","03",14.875
"4586","17/01/2014","04",23.75
"4587","17/01/2014","05",63.75
"4588","17/01/2014","06",137.5
"4589","17/01/2014","07",323.25
"4590","17/01/2014","08",381
"4591","17/01/2014","09",277.375
"4592","17/01/2014","10",229.875
"4593","17/01/2014","11",216.75
"4594","17/01/2014","12",207.75
"4595","17/01/2014","13",202.875
"4596","17/01/2014","14",190.125
"4597","17/01/2014","15",216
"4598","17/01/2014","16",222.25
"4599","17/01/2014","17",213.375
"4600","17/01/2014","18",150.125
"4601","17/01/2014","19",118.375
"4602","17/01/2014","20",60
"4603","17/01/2014","21",47.125
"4604","17/01/2014","22",38.375
"4605","17/01/2014","23",27.375
"4606","17/02/2014","00",15.625
"4607","17/02/2014","01",5.6875
"4608","17/02/2014","02",11.6875
"4609","17/02/2014","03",16.25
"4610","17/02/2014","04",38.5
"4611","17/02/2014","05",80.5
"4612","17/02/2014","06",146.75
"4613","17/02/2014","07",328
"4614","17/02/2014","08",348
"4615","17/02/2014","09",260.75
"4616","17/02/2014","10",239.5
"4617","17/02/2014","11",222.75
"4618","17/02/2014","12",215.5
"4619","17/02/2014","13",205.75
"4620","17/02/2014","14",186
"4621","17/02/2014","15",197.5
"4622","17/02/2014","16",226
"4623","17/02/2014","17",221.75
"4624","17/02/2014","18",155
"4625","17/02/2014","19",104.25
"4626","17/02/2014","20",61.75
"4627","17/02/2014","21",55
"4628","17/02/2014","22",36.25
"4629","17/02/2014","23",19.3125
"4630","17/03/2014","00",14.75
"4631","17/03/2014","01",7.5625
"4632","17/03/2014","02",13.4375
"4633","17/03/2014","03",22.25
"4634","17/03/2014","04",38.75
"4635","17/03/2014","05",82.75
"4636","17/03/2014","06",163.75
"4637","17/03/2014","07",386.5
"4638","17/03/2014","08",428.5
"4639","17/03/2014","09",273.25
"4640","17/03/2014","10",206.25
"4641","17/03/2014","11",206.75
"4642","17/03/2014","12",187.5
"4643","17/03/2014","13",186.25
"4644","17/03/2014","14",188.25
"4645","17/03/2014","15",207
"4646","17/03/2014","16",250
"4647","17/03/2014","17",247.25
"4648","17/03/2014","18",162.25
"4649","17/03/2014","19",104
"4650","17/03/2014","20",67
"4651","17/03/2014","21",48.5
"4652","17/03/2014","22",38.25
"4653","17/03/2014","23",29
"4654","17/04/2014","00",16
"4655","17/04/2014","01",18.75
"4656","17/04/2014","02",12.75
"4657","17/04/2014","03",20.97
"4658","17/04/2014","04",29.065
"4659","17/04/2014","05",74.875
"4660","17/04/2014","06",152.25
"4661","17/04/2014","07",306.75
"4662","17/04/2014","08",343.375
"4663","17/04/2014","09",290.125
"4664","17/04/2014","10",264.5
"4665","17/04/2014","11",259
"4666","17/04/2014","12",218.625
"4667","17/04/2014","13",246.25
"4668","17/04/2014","14",239.625
"4669","17/04/2014","15",222.75
"4670","17/04/2014","16",251.25
"4671","17/04/2014","17",239.875
"4672","17/04/2014","18",186.25
"4673","17/04/2014","19",133.75
"4674","17/04/2014","20",88.875
"4675","17/04/2014","21",89.625
"4676","17/04/2014","22",46.5
"4677","17/04/2014","23",49.5
"4678","17/05/2014","00",21.25
"4679","17/05/2014","01",19.75
"4680","17/05/2014","02",11.75
"4681","17/05/2014","03",12.75
"4682","17/05/2014","04",12.4375
"4683","17/05/2014","05",42.75
"4684","17/05/2014","06",75.5
"4685","17/05/2014","07",129.5
"4686","17/05/2014","08",195.25
"4687","17/05/2014","09",257
"4688","17/05/2014","10",243.5
"4689","17/05/2014","11",245.25
"4690","17/05/2014","12",217.5
"4691","17/05/2014","13",225.75
"4692","17/05/2014","14",202.25
"4693","17/05/2014","15",172.25
"4694","17/05/2014","16",190.25
"4695","17/05/2014","17",194.75
"4696","17/05/2014","18",143.25
"4697","17/05/2014","19",121
"4698","17/05/2014","20",85.5
"4699","17/05/2014","21",68
"4700","17/05/2014","22",57.5
"4701","17/05/2014","23",34.25
"4702","17/06/2014","00",13.1875
"4703","17/06/2014","01",11
"4704","17/06/2014","02",12.5
"4705","17/06/2014","03",11
"4706","17/06/2014","04",26.5
"4707","17/06/2014","05",65.25
"4708","17/06/2014","06",160
"4709","17/06/2014","07",370.5
"4710","17/06/2014","08",398.75
"4711","17/06/2014","09",268.25
"4712","17/06/2014","10",234
"4713","17/06/2014","11",203.75
"4714","17/06/2014","12",217
"4715","17/06/2014","13",208.25
"4716","17/06/2014","14",200.5
"4717","17/06/2014","15",213
"4718","17/06/2014","16",251.25
"4719","17/06/2014","17",252.75
"4720","17/06/2014","18",192
"4721","17/06/2014","19",110.25
"4722","17/06/2014","20",77
"4723","17/06/2014","21",51.25
"4724","17/06/2014","22",37.75
"4725","17/06/2014","23",22.25
"4726","17/07/2014","00",27.75
"4727","17/07/2014","01",16.6875
"4728","17/07/2014","02",23.25
"4729","17/07/2014","03",16.25
"4730","17/07/2014","04",40.5
"4731","17/07/2014","05",78.5
"4732","17/07/2014","06",162.25
"4733","17/07/2014","07",347.25
"4734","17/07/2014","08",403
"4735","17/07/2014","09",287.25
"4736","17/07/2014","10",227.75
"4737","17/07/2014","11",236.25
"4738","17/07/2014","12",219.5
"4739","17/07/2014","13",228.75
"4740","17/07/2014","14",238.75
"4741","17/07/2014","15",224
"4742","17/07/2014","16",262
"4743","17/07/2014","17",268
"4744","17/07/2014","18",219
"4745","17/07/2014","19",157.75
"4746","17/07/2014","20",97
"4747","17/07/2014","21",88.25
"4748","17/07/2014","22",58.5
"4749","17/07/2014","23",41.5
"4750","17/08/2014","00",69.25
"4751","17/08/2014","01",30
"4752","17/08/2014","02",14
"4753","17/08/2014","03",18.75
"4754","17/08/2014","04",8
"4755","17/08/2014","05",44.25
"4756","17/08/2014","06",40
"4757","17/08/2014","07",97.5
"4758","17/08/2014","08",125.75
"4759","17/08/2014","09",187.25
"4760","17/08/2014","10",260.75
"4761","17/08/2014","11",290
"4762","17/08/2014","12",237
"4763","17/08/2014","13",237
"4764","17/08/2014","14",206.25
"4765","17/08/2014","15",181.75
"4766","17/08/2014","16",230
"4767","17/08/2014","17",158.75
"4768","17/08/2014","18",160.25
"4769","17/08/2014","19",143.5
"4770","17/08/2014","20",98.75
"4771","17/08/2014","21",124
"4772","17/08/2014","22",32.25
"4773","17/08/2014","23",71.25
"4774","17/09/2014","00",17
"4775","17/09/2014","01",16.5
"4776","17/09/2014","02",15
"4777","17/09/2014","03",17.875
"4778","17/09/2014","04",29.125
"4779","17/09/2014","05",74
"4780","17/09/2014","06",170.25
"4781","17/09/2014","07",399.5
"4782","17/09/2014","08",418.5
"4783","17/09/2014","09",303.75
"4784","17/09/2014","10",229.75
"4785","17/09/2014","11",218
"4786","17/09/2014","12",201.75
"4787","17/09/2014","13",226
"4788","17/09/2014","14",216
"4789","17/09/2014","15",228.75
"4790","17/09/2014","16",273.25
"4791","17/09/2014","17",285.75
"4792","17/09/2014","18",185.5
"4793","17/09/2014","19",132.25
"4794","17/09/2014","20",80.75
"4795","17/09/2014","21",69.5
"4796","17/09/2014","22",40.75
"4797","17/09/2014","23",45.25
"4798","17/10/2014","00",16.5625
"4799","17/10/2014","01",11.75
"4800","17/10/2014","02",11
"4801","17/10/2014","03",14.6875
"4802","17/10/2014","04",26.125
"4803","17/10/2014","05",69
"4804","17/10/2014","06",143.875
"4805","17/10/2014","07",351.25
"4806","17/10/2014","08",392.625
"4807","17/10/2014","09",282.625
"4808","17/10/2014","10",235.875
"4809","17/10/2014","11",222.625
"4810","17/10/2014","12",212.375
"4811","17/10/2014","13",202.875
"4812","17/10/2014","14",221.625
"4813","17/10/2014","15",230.625
"4814","17/10/2014","16",255.25
"4815","17/10/2014","17",240.375
"4816","17/10/2014","18",169.875
"4817","17/10/2014","19",121.25
"4818","17/10/2014","20",79.875
"4819","17/10/2014","21",57.375
"4820","17/10/2014","22",41.5
"4821","17/10/2014","23",31.25
"4822","17/11/2014","00",10.875
"4823","17/11/2014","01",6.5
"4824","17/11/2014","02",11.25
"4825","17/11/2014","03",15.875
"4826","17/11/2014","04",36.375
"4827","17/11/2014","05",82.5
"4828","17/11/2014","06",152.375
"4829","17/11/2014","07",369.375
"4830","17/11/2014","08",432.25
"4831","17/11/2014","09",282.375
"4832","17/11/2014","10",230.75
"4833","17/11/2014","11",200.375
"4834","17/11/2014","12",191
"4835","17/11/2014","13",202.625
"4836","17/11/2014","14",186.375
"4837","17/11/2014","15",195.625
"4838","17/11/2014","16",226.75
"4839","17/11/2014","17",235.625
"4840","17/11/2014","18",161.375
"4841","17/11/2014","19",103.75
"4842","17/11/2014","20",61.5
"4843","17/11/2014","21",46.75
"4844","17/11/2014","22",31.875
"4845","17/11/2014","23",17.25
"4846","17/12/2014","00",17.75
"4847","17/12/2014","01",12.75
"4848","17/12/2014","02",12.5625
"4849","17/12/2014","03",12.8125
"4850","17/12/2014","04",26.75
"4851","17/12/2014","05",63.75
"4852","17/12/2014","06",153.25
"4853","17/12/2014","07",354.25
"4854","17/12/2014","08",402.5
"4855","17/12/2014","09",307.5
"4856","17/12/2014","10",249.5
"4857","17/12/2014","11",240.25
"4858","17/12/2014","12",224
"4859","17/12/2014","13",208.25
"4860","17/12/2014","14",214
"4861","17/12/2014","15",221.25
"4862","17/12/2014","16",271.5
"4863","17/12/2014","17",226
"4864","17/12/2014","18",169.5
"4865","17/12/2014","19",116.25
"4866","17/12/2014","20",72
"4867","17/12/2014","21",51
"4868","17/12/2014","22",46.5
"4869","17/12/2014","23",34.25
"4870","18/01/2014","00",19.75
"4871","18/01/2014","01",14
"4872","18/01/2014","02",12.75
"4873","18/01/2014","03",12.72
"4874","18/01/2014","04",11.5325
"4875","18/01/2014","05",29
"4876","18/01/2014","06",53.875
"4877","18/01/2014","07",111.5
"4878","18/01/2014","08",178.625
"4879","18/01/2014","09",218.375
"4880","18/01/2014","10",237.5
"4881","18/01/2014","11",254.625
"4882","18/01/2014","12",229.625
"4883","18/01/2014","13",229.875
"4884","18/01/2014","14",196.625
"4885","18/01/2014","15",183
"4886","18/01/2014","16",155
"4887","18/01/2014","17",137
"4888","18/01/2014","18",120.125
"4889","18/01/2014","19",92.875
"4890","18/01/2014","20",60.25
"4891","18/01/2014","21",50.75
"4892","18/01/2014","22",41.625
"4893","18/01/2014","23",34.375
"4894","18/02/2014","00",13.5
"4895","18/02/2014","01",10.25
"4896","18/02/2014","02",15.875
"4897","18/02/2014","03",14.875
"4898","18/02/2014","04",25
"4899","18/02/2014","05",72
"4900","18/02/2014","06",140.75
"4901","18/02/2014","07",326.25
"4902","18/02/2014","08",366.25
"4903","18/02/2014","09",260.5
"4904","18/02/2014","10",249.75
"4905","18/02/2014","11",227
"4906","18/02/2014","12",214
"4907","18/02/2014","13",226
"4908","18/02/2014","14",196
"4909","18/02/2014","15",213.25
"4910","18/02/2014","16",250.25
"4911","18/02/2014","17",224.75
"4912","18/02/2014","18",165.5
"4913","18/02/2014","19",110.25
"4914","18/02/2014","20",69.25
"4915","18/02/2014","21",54.5
"4916","18/02/2014","22",43.25
"4917","18/02/2014","23",23.25
"4918","18/03/2014","00",9.75
"4919","18/03/2014","01",13.4375
"4920","18/03/2014","02",12.25
"4921","18/03/2014","03",9.125
"4922","18/03/2014","04",27.75
"4923","18/03/2014","05",72.25
"4924","18/03/2014","06",172.5
"4925","18/03/2014","07",387
"4926","18/03/2014","08",413.5
"4927","18/03/2014","09",264.25
"4928","18/03/2014","10",223.25
"4929","18/03/2014","11",195.5
"4930","18/03/2014","12",202
"4931","18/03/2014","13",204.25
"4932","18/03/2014","14",217
"4933","18/03/2014","15",219.25
"4934","18/03/2014","16",265.5
"4935","18/03/2014","17",258
"4936","18/03/2014","18",159.75
"4937","18/03/2014","19",124.25
"4938","18/03/2014","20",65.25
"4939","18/03/2014","21",53.25
"4940","18/03/2014","22",40
"4941","18/03/2014","23",16.75
"4942","18/04/2014","00",26.875
"4943","18/04/2014","01",22.5
"4944","18/04/2014","02",12.125
"4945","18/04/2014","03",19.5
"4946","18/04/2014","04",18.375
"4947","18/04/2014","05",32.875
"4948","18/04/2014","06",55.5
"4949","18/04/2014","07",90
"4950","18/04/2014","08",126.75
"4951","18/04/2014","09",194.375
"4952","18/04/2014","10",219
"4953","18/04/2014","11",263.125
"4954","18/04/2014","12",218.75
"4955","18/04/2014","13",229.5
"4956","18/04/2014","14",205.75
"4957","18/04/2014","15",182.375
"4958","18/04/2014","16",199.125
"4959","18/04/2014","17",194.875
"4960","18/04/2014","18",139.75
"4961","18/04/2014","19",117.125
"4962","18/04/2014","20",76.375
"4963","18/04/2014","21",66.125
"4964","18/04/2014","22",38.125
"4965","18/04/2014","23",32.625
"4966","18/05/2014","00",30.75
"4967","18/05/2014","01",17.25
"4968","18/05/2014","02",12.75
"4969","18/05/2014","03",6.75
"4970","18/05/2014","04",12.25
"4971","18/05/2014","05",29.75
"4972","18/05/2014","06",38
"4973","18/05/2014","07",76.75
"4974","18/05/2014","08",115.25
"4975","18/05/2014","09",158.75
"4976","18/05/2014","10",222
"4977","18/05/2014","11",212.25
"4978","18/05/2014","12",201.5
"4979","18/05/2014","13",189.25
"4980","18/05/2014","14",185.75
"4981","18/05/2014","15",266
"4982","18/05/2014","16",223.25
"4983","18/05/2014","17",178
