"idx","data","godzina","flow"
"2356","09/04/2014","06",153.5
"2357","09/04/2014","07",333
"2358","09/04/2014","08",369.75
"2359","09/04/2014","09",266.5
"2360","09/04/2014","10",249.5
"2361","09/04/2014","11",233.25
"2362","09/04/2014","12",212
"2363","09/04/2014","13",219
"2364","09/04/2014","14",206.5
"2365","09/04/2014","15",217.75
"2366","09/04/2014","16",274.25
"2367","09/04/2014","17",261
"2368","09/04/2014","18",190.25
"2369","09/04/2014","19",131.5
"2370","09/04/2014","20",73.5
"2371","09/04/2014","21",61.5
"2372","09/04/2014","22",39.5
"2373","09/04/2014","23",31.5
"2374","09/05/2014","00",15.25
"2375","09/05/2014","01",8.75
"2376","09/05/2014","02",12.5
"2377","09/05/2014","03",19.125
"2378","09/05/2014","04",27.5
"2379","09/05/2014","05",66.25
"2380","09/05/2014","06",162
"2381","09/05/2014","07",355.75
"2382","09/05/2014","08",408.75
"2383","09/05/2014","09",281.25
"2384","09/05/2014","10",242.5
"2385","09/05/2014","11",233.75
"2386","09/05/2014","12",197
"2387","09/05/2014","13",220.5
"2388","09/05/2014","14",226.5
"2389","09/05/2014","15",240.75
"2390","09/05/2014","16",268.25
"2391","09/05/2014","17",249.5
"2392","09/05/2014","18",186.75
"2393","09/05/2014","19",132.75
"2394","09/05/2014","20",78.75
"2395","09/05/2014","21",62.5
"2396","09/05/2014","22",48.5
"2397","09/05/2014","23",40.25
"2398","09/06/2014","00",15.5
"2399","09/06/2014","01",9.5
"2400","09/06/2014","02",13.5
"2401","09/06/2014","03",20.5
"2402","09/06/2014","04",42
"2403","09/06/2014","05",89
"2404","09/06/2014","06",161.75
"2405","09/06/2014","07",368.5
"2406","09/06/2014","08",407.5
"2407","09/06/2014","09",270.5
"2408","09/06/2014","10",234.5
"2409","09/06/2014","11",226.75
"2410","09/06/2014","12",214.25
"2411","09/06/2014","13",204.75
"2412","09/06/2014","14",203.75
"2413","09/06/2014","15",225
"2414","09/06/2014","16",230
"2415","09/06/2014","17",255.75
"2416","09/06/2014","18",167.25
"2417","09/06/2014","19",112
"2418","09/06/2014","20",67.5
"2419","09/06/2014","21",53.75
"2420","09/06/2014","22",35
"2421","09/06/2014","23",17.75
"2422","09/07/2014","00",15.25
"2423","09/07/2014","01",18
"2424","09/07/2014","02",23.75
"2425","09/07/2014","03",16.875
"2426","09/07/2014","04",37.75
"2427","09/07/2014","05",74.75
"2428","09/07/2014","06",165.5
"2429","09/07/2014","07",362.75
"2430","09/07/2014","08",396.5
"2431","09/07/2014","09",276
"2432","09/07/2014","10",272.75
"2433","09/07/2014","11",209.5
"2434","09/07/2014","12",209.75
"2435","09/07/2014","13",222.75
"2436","09/07/2014","14",237.5
"2437","09/07/2014","15",227
"2438","09/07/2014","16",264
"2439","09/07/2014","17",267.25
"2440","09/07/2014","18",187.25
"2441","09/07/2014","19",140.25
"2442","09/07/2014","20",74
"2443","09/07/2014","21",86
"2444","09/07/2014","22",44.5
"2445","09/07/2014","23",26
"2446","09/08/2014","00",54.25
"2447","09/08/2014","01",40.5
"2448","09/08/2014","02",22.5
"2449","09/08/2014","03",26.5
"2450","09/08/2014","04",14.75
"2451","09/08/2014","05",53.75
"2452","09/08/2014","06",84.75
"2453","09/08/2014","07",144
"2454","09/08/2014","08",180.5
"2455","09/08/2014","09",273.5
"2456","09/08/2014","10",275.25
"2457","09/08/2014","11",270.25
"2458","09/08/2014","12",279.25
"2459","09/08/2014","13",227
"2460","09/08/2014","14",247.25
"2461","09/08/2014","15",209.5
"2462","09/08/2014","16",227
"2463","09/08/2014","17",261
"2464","09/08/2014","18",204
"2465","09/08/2014","19",209.25
"2466","09/08/2014","20",96.5
"2467","09/08/2014","21",112.5
"2468","09/08/2014","22",70
"2469","09/08/2014","23",94
"2470","09/09/2014","00",28.25
"2471","09/09/2014","01",18.25
"2472","09/09/2014","02",12.25
"2473","09/09/2014","03",18.1875
"2474","09/09/2014","04",30.25
"2475","09/09/2014","05",69.75
"2476","09/09/2014","06",168
"2477","09/09/2014","07",389.25
"2478","09/09/2014","08",401
"2479","09/09/2014","09",284.5
"2480","09/09/2014","10",222.25
"2481","09/09/2014","11",214.25
"2482","09/09/2014","12",202
"2483","09/09/2014","13",207.75
"2484","09/09/2014","14",206.25
"2485","09/09/2014","15",223.75
"2486","09/09/2014","16",282.75
"2487","09/09/2014","17",255
"2488","09/09/2014","18",199.25
"2489","09/09/2014","19",143.5
"2490","09/09/2014","20",78.5
"2491","09/09/2014","21",81
"2492","09/09/2014","22",52.5
"2493","09/09/2014","23",51.25
"2494","09/10/2014","00",14.25
"2495","09/10/2014","01",11.75
"2496","09/10/2014","02",12.125
"2497","09/10/2014","03",14.875
"2498","09/10/2014","04",26.5
"2499","09/10/2014","05",70.375
"2500","09/10/2014","06",151.875
"2501","09/10/2014","07",367.75
"2502","09/10/2014","08",413.875
"2503","09/10/2014","09",274.125
"2504","09/10/2014","10",226.75
"2505","09/10/2014","11",209.5
"2506","09/10/2014","12",199.875
"2507","09/10/2014","13",208.375
"2508","09/10/2014","14",207.875
"2509","09/10/2014","15",213.375
"2510","09/10/2014","16",254.125
"2511","09/10/2014","17",251.125
"2512","09/10/2014","18",183.125
"2513","09/10/2014","19",123.75
"2514","09/10/2014","20",74.25
"2515","09/10/2014","21",55.875
"2516","09/10/2014","22",42.625
"2517","09/10/2014","23",26
"2518","09/11/2014","00",27.875
"2519","09/11/2014","01",18.375
"2520","09/11/2014","02",12.0625
"2521","09/11/2014","03",10.625
"2522","09/11/2014","04",9.8125
"2523","09/11/2014","05",23.375
"2524","09/11/2014","06",37
"2525","09/11/2014","07",68.375
"2526","09/11/2014","08",90.625
"2527","09/11/2014","09",178.125
"2528","09/11/2014","10",223.625
"2529","09/11/2014","11",218.625
"2530","09/11/2014","12",229.875
"2531","09/11/2014","13",196.375
"2532","09/11/2014","14",176.5
"2533","09/11/2014","15",175.625
"2534","09/11/2014","16",175.25
"2535","09/11/2014","17",140.5
"2536","09/11/2014","18",120
"2537","09/11/2014","19",88.625
"2538","09/11/2014","20",59.25
"2539","09/11/2014","21",49.25
"2540","09/11/2014","22",27.25
"2541","09/11/2014","23",20.375
"2542","09/12/2014","00",17.75
"2543","09/12/2014","01",14
"2544","09/12/2014","02",19.125
"2545","09/12/2014","03",10.9375
"2546","09/12/2014","04",30.5
"2547","09/12/2014","05",76.5
"2548","09/12/2014","06",148.25
"2549","09/12/2014","07",381.25
"2550","09/12/2014","08",449.75
"2551","09/12/2014","09",320.75
"2552","09/12/2014","10",244.25
"2553","09/12/2014","11",231.75
"2554","09/12/2014","12",213.75
"2555","09/12/2014","13",224
"2556","09/12/2014","14",196
"2557","09/12/2014","15",222.5
"2558","09/12/2014","16",274.25
"2559","09/12/2014","17",241.5
"2560","09/12/2014","18",171.5
"2561","09/12/2014","19",109.25
"2562","09/12/2014","20",66
"2563","09/12/2014","21",39.5
"2564","09/12/2014","22",48.25
"2565","09/12/2014","23",21.25
"2566","10/01/2014","00",14.25
"2567","10/01/2014","01",12.0325
"2568","10/01/2014","02",10.2825
"2569","10/01/2014","03",15.625
"2570","10/01/2014","04",24.25
"2571","10/01/2014","05",63.625
"2572","10/01/2014","06",134.75
"2573","10/01/2014","07",324
"2574","10/01/2014","08",383.125
"2575","10/01/2014","09",281
"2576","10/01/2014","10",231.75
"2577","10/01/2014","11",217
"2578","10/01/2014","12",210.5
"2579","10/01/2014","13",201.75
"2580","10/01/2014","14",191.125
"2581","10/01/2014","15",216.75
"2582","10/01/2014","16",222.25
"2583","10/01/2014","17",214.625
"2584","10/01/2014","18",150.125
"2585","10/01/2014","19",118
"2586","10/01/2014","20",60.75
"2587","10/01/2014","21",50
"2588","10/01/2014","22",38.5
"2589","10/01/2014","23",27.5
"2590","10/02/2014","00",14.25
"2591","10/02/2014","01",13.0625
"2592","10/02/2014","02",12.625
"2593","10/02/2014","03",11.875
"2594","10/02/2014","04",45.125
"2595","10/02/2014","05",78
"2596","10/02/2014","06",158.5
"2597","10/02/2014","07",362
"2598","10/02/2014","08",415.5
"2599","10/02/2014","09",269.75
"2600","10/02/2014","10",198.5
"2601","10/02/2014","11",185.25
"2602","10/02/2014","12",183.75
"2603","10/02/2014","13",196.5
"2604","10/02/2014","14",176.25
"2605","10/02/2014","15",217
"2606","10/02/2014","16",225.25
"2607","10/02/2014","17",250.5
"2608","10/02/2014","18",149.5
"2609","10/02/2014","19",110.25
"2610","10/02/2014","20",63.5
"2611","10/02/2014","21",47.25
"2612","10/02/2014","22",35
"2613","10/02/2014","23",18
"2614","10/03/2014","00",16.75
"2615","10/03/2014","01",10
"2616","10/03/2014","02",8.5
"2617","10/03/2014","03",16.4375
"2618","10/03/2014","04",37.25
"2619","10/03/2014","05",88.25
"2620","10/03/2014","06",165.5
"2621","10/03/2014","07",361
"2622","10/03/2014","08",423.25
"2623","10/03/2014","09",281.5
"2624","10/03/2014","10",216.5
"2625","10/03/2014","11",203.75
"2626","10/03/2014","12",176.25
"2627","10/03/2014","13",199
"2628","10/03/2014","14",197
"2629","10/03/2014","15",208.5
"2630","10/03/2014","16",235.75
"2631","10/03/2014","17",256.75
"2632","10/03/2014","18",168.75
"2633","10/03/2014","19",107.75
"2634","10/03/2014","20",65.75
"2635","10/03/2014","21",50.5
"2636","10/03/2014","22",31.75
"2637","10/03/2014","23",22.25
"2638","10/04/2014","00",18
"2639","10/04/2014","01",12.845
"2640","10/04/2014","02",11.345
"2641","10/04/2014","03",12.7825
"2642","10/04/2014","04",27.25
"2643","10/04/2014","05",76.25
"2644","10/04/2014","06",155.375
"2645","10/04/2014","07",364.125
"2646","10/04/2014","08",412
"2647","10/04/2014","09",280.875
"2648","10/04/2014","10",229.75
"2649","10/04/2014","11",205.25
"2650","10/04/2014","12",206.375
"2651","10/04/2014","13",207.5
"2652","10/04/2014","14",202
"2653","10/04/2014","15",226.875
"2654","10/04/2014","16",250.625
"2655","10/04/2014","17",262.125
"2656","10/04/2014","18",178.375
"2657","10/04/2014","19",119.75
"2658","10/04/2014","20",74
"2659","10/04/2014","21",56.375
"2660","10/04/2014","22",41.875
"2661","10/04/2014","23",26.5
"2662","10/05/2014","00",20
"2663","10/05/2014","01",18.75
"2664","10/05/2014","02",14
"2665","10/05/2014","03",12
"2666","10/05/2014","04",14.25
"2667","10/05/2014","05",38.75
"2668","10/05/2014","06",67.5
"2669","10/05/2014","07",114.75
"2670","10/05/2014","08",192.75
"2671","10/05/2014","09",236.75
"2672","10/05/2014","10",246.75
"2673","10/05/2014","11",256.25
"2674","10/05/2014","12",248.75
"2675","10/05/2014","13",227.75
"2676","10/05/2014","14",224.25
"2677","10/05/2014","15",190
"2678","10/05/2014","16",194.25
"2679","10/05/2014","17",179.5
"2680","10/05/2014","18",169.25
"2681","10/05/2014","19",110.25
"2682","10/05/2014","20",85.75
"2683","10/05/2014","21",62.75
"2684","10/05/2014","22",56.5
"2685","10/05/2014","23",50.75
"2686","10/06/2014","00",10.25
"2687","10/06/2014","01",8.1875
"2688","10/06/2014","02",10.3125
"2689","10/06/2014","03",10.1875
"2690","10/06/2014","04",27.25
"2691","10/06/2014","05",67.5
"2692","10/06/2014","06",151.75
"2693","10/06/2014","07",360.25
"2694","10/06/2014","08",407.75
"2695","10/06/2014","09",273.75
"2696","10/06/2014","10",218.25
"2697","10/06/2014","11",199
"2698","10/06/2014","12",204.25
"2699","10/06/2014","13",217.25
"2700","10/06/2014","14",183.5
"2701","10/06/2014","15",217.75
"2702","10/06/2014","16",249.5
"2703","10/06/2014","17",266.75
"2704","10/06/2014","18",174.5
"2705","10/06/2014","19",122.25
"2706","10/06/2014","20",69.5
"2707","10/06/2014","21",48.5
"2708","10/06/2014","22",36.25
"2709","10/06/2014","23",18.5
"2710","10/07/2014","00",30.625
"2711","10/07/2014","01",22.1875
"2712","10/07/2014","02",24.25
"2713","10/07/2014","03",18.75
"2714","10/07/2014","04",28.3125
"2715","10/07/2014","05",80.5
"2716","10/07/2014","06",164.5
"2717","10/07/2014","07",370.25
"2718","10/07/2014","08",376
"2719","10/07/2014","09",282.5
"2720","10/07/2014","10",264.25
"2721","10/07/2014","11",226.75
"2722","10/07/2014","12",220.5
"2723","10/07/2014","13",221
"2724","10/07/2014","14",241.25
"2725","10/07/2014","15",267.75
"2726","10/07/2014","16",266.75
"2727","10/07/2014","17",271.5
"2728","10/07/2014","18",185
"2729","10/07/2014","19",136.75
"2730","10/07/2014","20",78.75
"2731","10/07/2014","21",80.25
"2732","10/07/2014","22",54.5
"2733","10/07/2014","23",29.25
"2734","10/08/2014","00",66.5
"2735","10/08/2014","01",29.25
"2736","10/08/2014","02",13.5625
"2737","10/08/2014","03",18.5
"2738","10/08/2014","04",11.25
"2739","10/08/2014","05",44
"2740","10/08/2014","06",28.5
"2741","10/08/2014","07",79
"2742","10/08/2014","08",113
"2743","10/08/2014","09",175
"2744","10/08/2014","10",204.5
"2745","10/08/2014","11",265.75
"2746","10/08/2014","12",215.75
"2747","10/08/2014","13",201.5
"2748","10/08/2014","14",201.75
"2749","10/08/2014","15",150.25
"2750","10/08/2014","16",242.25
"2751","10/08/2014","17",170.25
"2752","10/08/2014","18",167.75
"2753","10/08/2014","19",127.25
"2754","10/08/2014","20",114
"2755","10/08/2014","21",87.5
"2756","10/08/2014","22",84.25
"2757","10/08/2014","23",33
"2758","10/09/2014","00",32.5
"2759","10/09/2014","01",47.0625
"2760","10/09/2014","02",42.3125
"2761","10/09/2014","03",41.5
"2762","10/09/2014","04",33.75
"2763","10/09/2014","05",78.25
"2764","10/09/2014","06",163.25
"2765","10/09/2014","07",388.5
"2766","10/09/2014","08",402.75
"2767","10/09/2014","09",293.25
"2768","10/09/2014","10",218
"2769","10/09/2014","11",210.25
"2770","10/09/2014","12",208
"2771","10/09/2014","13",220.75
"2772","10/09/2014","14",216.75
"2773","10/09/2014","15",243.75
"2774","10/09/2014","16",252
"2775","10/09/2014","17",307.25
"2776","10/09/2014","18",202.5
"2777","10/09/2014","19",143.75
"2778","10/09/2014","20",81.5
"2779","10/09/2014","21",66.75
"2780","10/09/2014","22",77
"2781","10/09/2014","23",62.25
"2782","10/10/2014","00",15.75
"2783","10/10/2014","01",11.5625
"2784","10/10/2014","02",12.125
"2785","10/10/2014","03",14.375
"2786","10/10/2014","04",26
"2787","10/10/2014","05",69
"2788","10/10/2014","06",143.125
"2789","10/10/2014","07",349.75
"2790","10/10/2014","08",380.875
"2791","10/10/2014","09",277.375
"2792","10/10/2014","10",237.375
"2793","10/10/2014","11",221.625
"2794","10/10/2014","12",209.375
"2795","10/10/2014","13",202.625
"2796","10/10/2014","14",206.625
"2797","10/10/2014","15",230.375
"2798","10/10/2014","16",251.25
"2799","10/10/2014","17",243.375
"2800","10/10/2014","18",165.875
"2801","10/10/2014","19",126.25
"2802","10/10/2014","20",81.875
"2803","10/10/2014","21",55.375
"2804","10/10/2014","22",45.25
"2805","10/10/2014","23",32
"2806","10/11/2014","00",12.125
"2807","10/11/2014","01",7.25
"2808","10/11/2014","02",9.75
"2809","10/11/2014","03",16
"2810","10/11/2014","04",36.125
"2811","10/11/2014","05",82.25
"2812","10/11/2014","06",153.125
"2813","10/11/2014","07",369.125
"2814","10/11/2014","08",414.25
"2815","10/11/2014","09",280.375
"2816","10/11/2014","10",227.75
"2817","10/11/2014","11",198.625
"2818","10/11/2014","12",188.25
"2819","10/11/2014","13",194.625
"2820","10/11/2014","14",191.125
"2821","10/11/2014","15",209.125
"2822","10/11/2014","16",234.25
"2823","10/11/2014","17",241.625
"2824","10/11/2014","18",156.125
"2825","10/11/2014","19",101.25
"2826","10/11/2014","20",57.25
"2827","10/11/2014","21",47
"2828","10/11/2014","22",31.375
"2829","10/11/2014","23",20.75
"2830","10/12/2014","00",18
"2831","10/12/2014","01",15.9375
"2832","10/12/2014","02",17.0625
"2833","10/12/2014","03",18.6875
"2834","10/12/2014","04",31.5
"2835","10/12/2014","05",79.25
"2836","10/12/2014","06",163.25
"2837","10/12/2014","07",392.75
"2838","10/12/2014","08",433
"2839","10/12/2014","09",330
"2840","10/12/2014","10",243.5
"2841","10/12/2014","11",229.25
"2842","10/12/2014","12",214
"2843","10/12/2014","13",197.5
"2844","10/12/2014","14",198.5
"2845","10/12/2014","15",215.25
"2846","10/12/2014","16",258.25
"2847","10/12/2014","17",246.5
"2848","10/12/2014","18",187.25
"2849","10/12/2014","19",113
"2850","10/12/2014","20",64.75
"2851","10/12/2014","21",66.5
"2852","10/12/2014","22",39.5
"2853","10/12/2014","23",26.5
"2854","11/01/2014","00",21.25
"2855","11/01/2014","01",15.25
"2856","11/01/2014","02",13.5
"2857","11/01/2014","03",12.6575
"2858","11/01/2014","04",11.625
"2859","11/01/2014","05",29.5
"2860","11/01/2014","06",54.125
"2861","11/01/2014","07",112.625
"2862","11/01/2014","08",184.625
"2863","11/01/2014","09",230
"2864","11/01/2014","10",242.625
"2865","11/01/2014","11",257.125
"2866","11/01/2014","12",227.75
"2867","11/01/2014","13",231.5
"2868","11/01/2014","14",194.5
"2869","11/01/2014","15",181.5
"2870","11/01/2014","16",156.75
"2871","11/01/2014","17",134.25
"2872","11/01/2014","18",117.875
"2873","11/01/2014","19",92.125
"2874","11/01/2014","20",61.375
"2875","11/01/2014","21",52.875
"2876","11/01/2014","22",43.875
"2877","11/01/2014","23",36.25
"2878","11/02/2014","00",15.25
"2879","11/02/2014","01",12.75
"2880","11/02/2014","02",11.5
"2881","11/02/2014","03",15.9375
"2882","11/02/2014","04",29.5
"2883","11/02/2014","05",71.25
"2884","11/02/2014","06",152
"2885","11/02/2014","07",352.25
"2886","11/02/2014","08",423
"2887","11/02/2014","09",280.5
"2888","11/02/2014","10",203
"2889","11/02/2014","11",186.75
"2890","11/02/2014","12",174.75
"2891","11/02/2014","13",187.25
"2892","11/02/2014","14",180.75
"2893","11/02/2014","15",183.25
"2894","11/02/2014","16",209.75
"2895","11/02/2014","17",225.25
"2896","11/02/2014","18",149.75
"2897","11/02/2014","19",95.25
"2898","11/02/2014","20",55
"2899","11/02/2014","21",38.75
"2900","11/02/2014","22",40.75
"2901","11/02/2014","23",19
"2902","11/03/2014","00",13.5
"2903","11/03/2014","01",13.5
"2904","11/03/2014","02",8.5
"2905","11/03/2014","03",12.625
"2906","11/03/2014","04",31.75
"2907","11/03/2014","05",75.5
"2908","11/03/2014","06",157
"2909","11/03/2014","07",382.5
"2910","11/03/2014","08",413.25
"2911","11/03/2014","09",282
"2912","11/03/2014","10",212
"2913","11/03/2014","11",200.75
"2914","11/03/2014","12",202.5
"2915","11/03/2014","13",206.75
"2916","11/03/2014","14",193.75
"2917","11/03/2014","15",210
"2918","11/03/2014","16",246.75
"2919","11/03/2014","17",278
"2920","11/03/2014","18",165.25
"2921","11/03/2014","19",118.75
"2922","11/03/2014","20",57.5
"2923","11/03/2014","21",52.75
"2924","11/03/2014","22",34.5
"2925","11/03/2014","23",30.75
"2926","11/04/2014","00",15.5
"2927","11/04/2014","01",14.9375
"2928","11/04/2014","02",10.75
"2929","11/04/2014","03",18
"2930","11/04/2014","04",29.75
"2931","11/04/2014","05",65.25
"2932","11/04/2014","06",140.5
"2933","11/04/2014","07",311.25
"2934","11/04/2014","08",345.25
"2935","11/04/2014","09",278.75
"2936","11/04/2014","10",254.5
"2937","11/04/2014","11",251.25
"2938","11/04/2014","12",215
"2939","11/04/2014","13",244
"2940","11/04/2014","14",202.25
"2941","11/04/2014","15",220.25
"2942","11/04/2014","16",258
"2943","11/04/2014","17",234
"2944","11/04/2014","18",177.25
"2945","11/04/2014","19",119
"2946","11/04/2014","20",85.5
"2947","11/04/2014","21",69.5
"2948","11/04/2014","22",49.5
"2949","11/04/2014","23",31
"2950","11/05/2014","00",35.75
"2951","11/05/2014","01",18.75
"2952","11/05/2014","02",8
"2953","11/05/2014","03",27.5
"2954","11/05/2014","04",14.75
"2955","11/05/2014","05",23.5
"2956","11/05/2014","06",56.25
"2957","11/05/2014","07",79.25
"2958","11/05/2014","08",95
"2959","11/05/2014","09",158
"2960","11/05/2014","10",210.25
"2961","11/05/2014","11",215.5
"2962","11/05/2014","12",259
"2963","11/05/2014","13",222.25
"2964","11/05/2014","14",222.5
"2965","11/05/2014","15",216.5
"2966","11/05/2014","16",207.75
"2967","11/05/2014","17",166.5
"2968","11/05/2014","18",129.5
"2969","11/05/2014","19",107.25
"2970","11/05/2014","20",73.75
"2971","11/05/2014","21",62
"2972","11/05/2014","22",38.5
"2973","11/05/2014","23",18.25
"2974","11/06/2014","00",16.75
"2975","11/06/2014","01",9.375
"2976","11/06/2014","02",10.5
"2977","11/06/2014","03",13.25
"2978","11/06/2014","04",27.75
"2979","11/06/2014","05",69.25
"2980","11/06/2014","06",158.75
"2981","11/06/2014","07",365.25
"2982","11/06/2014","08",409.25
"2983","11/06/2014","09",275.25
"2984","11/06/2014","10",249.25
"2985","11/06/2014","11",203.25
"2986","11/06/2014","12",200.75
"2987","11/06/2014","13",204.5
"2988","11/06/2014","14",219.75
"2989","11/06/2014","15",224.75
"2990","11/06/2014","16",267.25
"2991","11/06/2014","17",284
"2992","11/06/2014","18",204.5
"2993","11/06/2014","19",121.5
"2994","11/06/2014","20",93.75
"2995","11/06/2014","21",62
"2996","11/06/2014","22",44.25
"2997","11/06/2014","23",25.75
"2998","11/07/2014","00",26.8125
"2999","11/07/2014","01",14.5
"3000","11/07/2014","02",20.25
"3001","11/07/2014","03",18.125
"3002","11/07/2014","04",32.375
"3003","11/07/2014","05",71.75
"3004","11/07/2014","06",145
"3005","11/07/2014","07",357
"3006","11/07/2014","08",387.25
"3007","11/07/2014","09",292
"3008","11/07/2014","10",258.5
"3009","11/07/2014","11",253
"3010","11/07/2014","12",254.75
"3011","11/07/2014","13",241.25
"3012","11/07/2014","14",242
"3013","11/07/2014","15",235.75
"3014","11/07/2014","16",244.25
"3015","11/07/2014","17",242.25
"3016","11/07/2014","18",194.5
"3017","11/07/2014","19",136.75
"3018","11/07/2014","20",95.75
"3019","11/07/2014","21",70.25
"3020","11/07/2014","22",54.5
"3021","11/07/2014","23",47
"3022","11/08/2014","00",46.25
"3023","11/08/2014","01",11.375
"3024","11/08/2014","02",32
"3025","11/08/2014","03",19.1875
"3026","11/08/2014","04",54.5
"3027","11/08/2014","05",106.25
"3028","11/08/2014","06",152.25
"3029","11/08/2014","07",332.25
"3030","11/08/2014","08",352
"3031","11/08/2014","09",301.75
"3032","11/08/2014","10",249.25
"3033","11/08/2014","11",251
"3034","11/08/2014","12",221.25
"3035","11/08/2014","13",216.75
"3036","11/08/2014","14",265
"3037","11/08/2014","15",218.25
"3038","11/08/2014","16",260
"3039","11/08/2014","17",267.25
"3040","11/08/2014","18",184.25
"3041","11/08/2014","19",148
"3042","11/08/2014","20",95.25
"3043","11/08/2014","21",72.25
"3044","11/08/2014","22",55.5
"3045","11/08/2014","23",28
"3046","11/09/2014","00",43.5
"3047","11/09/2014","01",32.4375
"3048","11/09/2014","02",37.625
"3049","11/09/2014","03",39.9375
"3050","11/09/2014","04",49
"3051","11/09/2014","05",121.75
"3052","11/09/2014","06",172.25
"3053","11/09/2014","07",380.25
"3054","11/09/2014","08",418.5
"3055","11/09/2014","09",293
"3056","11/09/2014","10",235.5
"3057","11/09/2014","11",221.75
"3058","11/09/2014","12",225
"3059","11/09/2014","13",228.5
"3060","11/09/2014","14",215.5
"3061","11/09/2014","15",230.5
"3062","11/09/2014","16",294
"3063","11/09/2014","17",265.75
"3064","11/09/2014","18",179.75
"3065","11/09/2014","19",130.5
"3066","11/09/2014","20",90.25
"3067","11/09/2014","21",95.5
"3068","11/09/2014","22",48.5
"3069","11/09/2014","23",51.75
"3070","11/10/2014","00",23.375
"3071","11/10/2014","01",17
"3072","11/10/2014","02",13.75
"3073","11/10/2014","03",14.5625
"3074","11/10/2014","04",16.5
"3075","11/10/2014","05",36.375
"3076","11/10/2014","06",57.25
"3077","11/10/2014","07",129.375
"3078","11/10/2014","08",185.25
"3079","11/10/2014","09",235
"3080","11/10/2014","10",272.75
"3081","11/10/2014","11",271.625
"3082","11/10/2014","12",249.375
"3083","11/10/2014","13",254.375
"3084","11/10/2014","14",212.875
"3085","11/10/2014","15",196.875
"3086","11/10/2014","16",178.25
"3087","11/10/2014","17",186.25
"3088","11/10/2014","18",148.625
"3089","11/10/2014","19",104
"3090","11/10/2014","20",69.75
"3091","11/10/2014","21",65.125
"3092","11/10/2014","22",51
"3093","11/10/2014","23",47.25
"3094","11/11/2014","00",13.625
"3095","11/11/2014","01",10.375
"3096","11/11/2014","02",10.75
"3097","11/11/2014","03",14.8125
"3098","11/11/2014","04",24.1875
"3099","11/11/2014","05",66.375
"3100","11/11/2014","06",148.125
"3101","11/11/2014","07",379.625
"3102","11/11/2014","08",422.75
"3103","11/11/2014","09",283.25
"3104","11/11/2014","10",224.375
"3105","11/11/2014","11",210.125
"3106","11/11/2014","12",196.375
"3107","11/11/2014","13",203.75
"3108","11/11/2014","14",197.375
"3109","11/11/2014","15",213.75
"3110","11/11/2014","16",240.125
"3111","11/11/2014","17",254.875
"3112","11/11/2014","18",177.25
"3113","11/11/2014","19",110
"3114","11/11/2014","20",60.5
"3115","11/11/2014","21",50.5
"3116","11/11/2014","22",38.75
"3117","11/11/2014","23",22.75
"3118","11/12/2014","00",15.875
"3119","11/12/2014","01",11.5625
"3120","11/12/2014","02",15.375
"3121","11/12/2014","03",14.375
"3122","11/12/2014","04",30.25
"3123","11/12/2014","05",70.375
"3124","11/12/2014","06",151.75
"3125","11/12/2014","07",359
"3126","11/12/2014","08",408.75
"3127","11/12/2014","09",301.875
"3128","11/12/2014","10",259.25
"3129","11/12/2014","11",219
"3130","11/12/2014","12",209.75
"3131","11/12/2014","13",208.625
"3132","11/12/2014","14",201.25
"3133","11/12/2014","15",228.75
"3134","11/12/2014","16",256.25
"3135","11/12/2014","17",262.125
"3136","11/12/2014","18",188.5
"3137","11/12/2014","19",118.625
"3138","11/12/2014","20",67.75
"3139","11/12/2014","21",61.125
"3140","11/12/2014","22",41
"3141","11/12/2014","23",26.125
"3142","12/01/2014","00",28.375
"3143","12/01/2014","01",16
"3144","12/01/2014","02",12.75
"3145","12/01/2014","03",7.75
"3146","12/01/2014","04",8.0625
"3147","12/01/2014","05",19.3125
"3148","12/01/2014","06",28.25
"3149","12/01/2014","07",54.625
"3150","12/01/2014","08",70.5
"3151","12/01/2014","09",135.5
"3152","12/01/2014","10",191
"3153","12/01/2014","11",209.125
"3154","12/01/2014","12",205.625
"3155","12/01/2014","13",184.375
"3156","12/01/2014","14",161.75
"3157","12/01/2014","15",158.5
"3158","12/01/2014","16",147.625
"3159","12/01/2014","17",115.875
"3160","12/01/2014","18",93.25
"3161","12/01/2014","19",76
"3162","12/01/2014","20",54.75
"3163","12/01/2014","21",45.25
"3164","12/01/2014","22",27.75
"3165","12/01/2014","23",13.625
"3166","12/02/2014","00",14.8125
"3167","12/02/2014","01",9.6875
"3168","12/02/2014","02",10.6875
"3169","12/02/2014","03",11.375
"3170","12/02/2014","04",21.25
"3171","12/02/2014","05",54.25
"3172","12/02/2014","06",120
"3173","12/02/2014","07",316
"3174","12/02/2014","08",368
"3175","12/02/2014","09",227.25
"3176","12/02/2014","10",190.25
"3177","12/02/2014","11",175
"3178","12/02/2014","12",178.75
"3179","12/02/2014","13",161.5
"3180","12/02/2014","14",153.25
"3181","12/02/2014","15",179.25
"3182","12/02/2014","16",189.5
"3183","12/02/2014","17",190.5
"3184","12/02/2014","18",142.25
"3185","12/02/2014","19",85.75
"3186","12/02/2014","20",52.25
"3187","12/02/2014","21",35.5
"3188","12/02/2014","22",37
"3189","12/02/2014","23",16.5
"3190","12/03/2014","00",11.75
"3191","12/03/2014","01",13.5
"3192","12/03/2014","02",9.5
